      15 text files.
classified 15 files      15 unique files.                              
       3 files ignored.

language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.04 s (267.2 files/s, 42174.2 lines/s)"
C++,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp,52,80,310
C++,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.cpp,39,48,161
C++,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.cpp,53,99,133
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h,26,28,125
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/debug/debug.h,26,61,108
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h,23,7,86
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h,30,15,61
C++,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp,10,36,44
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.h,12,14,33
C++,/home/quique/Documentos/RHA/SW/lib/debug/debug.cpp,3,11,31
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h,13,11,28
C++,/home/quique/Documentos/RHA/SW/src/main.cpp,16,42,19
