10,1,77,0,13,"setup@29-42@/home/quique/Documentos/RHA/SW/src/main.cpp","/home/quique/Documentos/RHA/SW/src/main.cpp","setup",29,42
22,5,271,0,25,"loop@49-74@/home/quique/Documentos/RHA/SW/src/main.cpp","/home/quique/Documentos/RHA/SW/src/main.cpp","loop",49,74
1,1,36,4,0,"RHATypes::SpeedGoal::SpeedGoal@25-25@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::SpeedGoal::SpeedGoal",25,25
4,2,30,0,3,"RHATypes::Regulator::Regulator@37-40@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Regulator::Regulator",37,40
4,2,36,0,3,"RHATypes::Regulator::resetRegulator@42-45@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Regulator::resetRegulator",42,45
3,1,29,3,2,"RHATypes::Regulator::setKRegulator@47-49@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Regulator::setKRegulator",47,49
8,3,76,3,8,"RHATypes::Regulator::regulator@51-59@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Regulator::regulator",51,59
1,1,8,0,0,"RHATypes::Regulator::getKp@61-61@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Regulator::getKp",61,61
3,1,11,1,2,"RHATypes::Timer::setTimer@69-71@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Timer::setTimer",69,71
4,1,16,0,3,"RHATypes::Timer::activateTimer@73-76@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Timer::activateTimer",73,76
6,2,37,0,5,"RHATypes::Timer::checkWait@78-83@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Timer::checkWait",78,83
5,2,37,0,4,"RHATypes::Timer::checkContinue@85-89@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Timer::checkContinue",85,89
1,1,8,0,0,"RHATypes::Timer::getInitTime@91-91@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::Timer::getInitTime",91,91
4,1,16,0,3,"RHATypes::TimerMicroseconds::activateTimer@96-99@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::TimerMicroseconds::activateTimer",96,99
6,2,37,0,5,"RHATypes::TimerMicroseconds::checkWait@101-106@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::TimerMicroseconds::checkWait",101,106
5,2,37,0,4,"RHATypes::TimerMicroseconds::checkContinue@108-112@/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h","RHATypes::TimerMicroseconds::checkContinue",108,112
3,1,16,1,2,"JointHandler::JointHandler@19-21@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::JointHandler",19,21
5,1,27,1,4,"JointHandler::setTimer@28-32@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::setTimer",28,32
21,3,156,0,25,"JointHandler::initJoints@38-63@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::initJoints",38,63
12,2,55,0,18,"JointHandler::controlLoop@68-86@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::controlLoop",68,86
12,2,98,0,12,"JointHandler::updateJointInfo@92-104@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::updateJointInfo",92,104
6,2,47,0,5,"JointHandler::updateJointErrorTorque@110-115@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::updateJointErrorTorque",110,115
15,3,102,0,14,"JointHandler::sendJointTorques@121-135@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::sendJointTorques",121,135
6,3,46,1,6,"JointHandler::setSpeedGoal@142-148@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::setSpeedGoal",142,148
11,2,84,0,10,"JointHandler::sendSetWheelModeAll@150-160@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::sendSetWheelModeAll",150,160
11,2,84,0,10,"JointHandler::sendExitWheelModeAll@162-172@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::sendExitWheelModeAll",162,172
11,2,88,1,10,"JointHandler::sendSetTorqueLimitAll@175-185@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::sendSetTorqueLimitAll",175,185
11,2,89,2,10,"JointHandler::sendSetWheelSpeedAll@188-198@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::sendSetWheelSpeedAll",188,198
13,3,96,0,12,"JointHandler::checkConectionAll@201-213@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::checkConectionAll",201,213
8,2,72,3,7,"JointHandler::addToSyncPacket@222-229@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::addToSyncPacket",222,229
16,2,150,4,17,"JointHandler::warpSyncPacket@240-257@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::warpSyncPacket",240,257
15,2,144,3,17,"JointHandler::warpSinglePacket@259-276@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::warpSinglePacket",259,276
70,20,435,1,80,"JointHandler::sendPacket@285-365@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::sendPacket",285,365
5,1,27,3,4,"JointHandler::JointHandler@372-376@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::JointHandler",372,376
5,1,21,1,4,"JointHandler::JointHandler@378-382@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::JointHandler",378,382
7,1,40,4,6,"JointHandler::initSerial@384-390@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::initSerial",384,390
18,4,109,1,17,"JointHandler::begin@392-409@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::begin",392,409
10,3,56,1,9,"JointHandler::end@411-420@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::end",411,420
3,1,15,1,2,"JointHandler::setTxMode@422-424@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::setTxMode",422,424
3,1,15,1,2,"JointHandler::setRxMode@426-428@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp","JointHandler::setRxMode",426,428
1,1,5,0,0,"JointHandler::JointHandler@68-68@/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h","/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h","JointHandler::JointHandler",68,68
1,1,5,0,0,"JointRHA::JointRHA@36-36@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","JointRHA::JointRHA",36,36
1,1,8,0,0,"JointRHA::getSpeedTarget@45-45@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","JointRHA::getSpeedTarget",45,45
1,1,8,0,0,"JointRHA::getSpeedSlope@46-46@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","JointRHA::getSpeedSlope",46,46
1,1,8,0,0,"JointRHA::getDirectionTarget@47-47@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h","JointRHA::getDirectionTarget",47,47
4,1,23,3,4,"JointRHA::JointRHA@19-23@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","JointRHA::JointRHA",19,23
2,1,7,0,1,"JointRHA::~JointRHA@27-28@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","JointRHA::~JointRHA",27,28
8,1,49,3,9,"JointRHA::init@35-44@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","JointRHA::init",35,44
14,2,95,1,13,"JointRHA::setSpeedGoal@53-66@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","JointRHA::setSpeedGoal",53,66
11,4,107,0,10,"JointRHA::speedError@72-82@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","JointRHA::speedError",72,82
3,1,14,0,2,"JointRHA::updateInfo@87-89@/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp","JointRHA::updateInfo",87,89
1,1,5,0,0,"ServoRHA::ServoRHA@136-136@/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","ServoRHA::ServoRHA",136,136
1,1,8,0,0,"ServoRHA::getID@166-166@/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","ServoRHA::getID",166,166
1,1,8,0,0,"ServoRHA::getSpeed@167-167@/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","ServoRHA::getSpeed",167,167
1,1,8,0,0,"ServoRHA::getSpeedDir@168-168@/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h","ServoRHA::getSpeedDir",168,168
