      22 text files.
classified 22 files      22 unique files.                              
       5 files ignored.

language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.11 s (164.8 files/s, 30634.3 lines/s)"
C++,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp,69,192,366
C++,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.cpp,71,64,346
C++,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.cpp,50,158,175
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h,27,28,142
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/chuck_handler/WiiChuck.h,45,62,121
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/debug/debug.h,28,65,117
C++,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp,17,66,80
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h,32,22,78
C++,/home/quique/Documentos/RHA/SW/lib/robot_rha/robot_rha.cpp,10,38,71
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.h,18,31,67
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/chuck_handler/chuck_handler.h,18,16,66
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h,18,51,62
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/fuzzy_regulator.h,17,32,60
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h,19,11,51
C++,/home/quique/Documentos/RHA/SW/src/main.cpp,14,35,46
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/pid_regulator.h,13,30,38
C++,/home/quique/Documentos/RHA/SW/lib/debug/debug.cpp,3,12,33
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/robot_rha/robot_rha.h,9,8,28
