      16 text files.
classified 16 files      16 unique files.                              
       5 files ignored.

language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.06 s (230.0 files/s, 40128.8 lines/s)"
C++,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.cpp,55,161,302
C++,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.cpp,56,62,224
C++,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.cpp,55,152,158
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/servo_rha/servo_rha.h,28,28,139
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/debug/debug.h,28,64,106
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/rha_types/rha_types.h,24,73,88
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_handler/joint_handler.h,31,20,72
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/utilities/utilities.h,16,30,48
C++,/home/quique/Documentos/RHA/SW/lib/debug/debug.cpp,3,11,31
C++,/home/quique/Documentos/RHA/SW/src/main.cpp,15,42,29
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.h,12,11,22
C++,/home/quique/Documentos/RHA/SW/lib/joint_rha/joint_rha.cpp,7,26,19
C/C++ Header,/home/quique/Documentos/RHA/SW/lib/robot_rha/robot_rha.h,5,8,7
